division,subtype,report_year,count_cleared,count_,clearance_rate,unsolved_crime
D31,Auto Theft,2019,0,48,0,48
D23,Break & Enter-House,2019,1,5,0,4
D22,Sexual Violation,2019,9,9,1,0
D22,Other,2019,11,11,1,0
D22,Theft Under $5000,2019,47,216,0,169
D23,Theft Under $5000,2019,27,233,0,206
D22,Fraud,2019,5,34,0,29
D31,Auto Theft,2019,12,98,0,86
D23,Break & Enter-House,2019,0,3,0,3
D22,Sexual Violation,2019,1,3,0,2
D22,Other,2019,678,694,0,16
D22,Theft Under $5000,2019,12,90,0,78
D23,Assault,2019,6,8,0,2
D22,Fraud,2019,2,27,0,25
D31,Break & Enter-Apartment,2019,5,26,0,21
D23,Break & Enter-House,2019,6,25,0,19
D22,Sexual Violation,2019,1,3,0,2
D22,Other,2019,17,17,1,0
D22,Theft Under $5000,2019,89,341,0,252
D23,Assault,2019,37,63,0,26
D22,Fraud,2019,7,42,0,35
D31,Break & Enter-Apartment,2019,1,4,0,3
D23,Break & Enter-House,2019,0,17,0,17
D22,Sexual Violation,2019,7,18,0,11
D22,Other,2019,65,67,0,2
D22,Theft Under $5000,2019,0,1,0,1
D23,Assault,2019,1,1,1,0
D22,Fraud,2019,42,205,0,163
D31,Break & Enter-Apartment,2019,6,13,0,7
D23,Break & Enter-Other,2019,2,4,0,2
D22,Sexual Violation,2019,1,4,0,3
D22,Other,2019,8,12,0,4
D22,Assault,2019,18,31,0,13
D23,Assault,2019,18,29,0,11
D31,Break & Enter-Apartment,2019,0,2,0,2
D23,Break & Enter-Other,2019,0,1,0,1
D22,Sexual Violation,2019,6,16,0,10
D31,Break & Enter-Apartment,2019,0,3,0,3
D22,Fraud,2019,3,32,0,29
D22,Other,2019,45,50,0,5
D22,Assault,2019,13,22,0,9
D23,Assault,2019,0,3,0,3
D22,Fraud,2019,8,68,0,60
D22,Other Criminal Violations - Offensive Weapons,2019,1,2,0,1
D22,Assault,2019,25,38,0,13
D22,Sexual Violation,2019,4,6,0,2
D23,Break & Enter-Other,2019,1,9,0,8
D31,Break & Enter-Apartment,2019,1,1,1,0
D23,Assault,2019,63,88,0,25
D22,Fraud,2019,15,86,0,71
D22,Other Criminal Violations - Offensive Weapons,2019,1,1,1,0
D22,Assault,2019,61,124,0,63
D22,Sexual Violation,2019,2,4,0,2
D23,Break & Enter-Other,2019,0,2,0,2
D31,Break & Enter-Apartment,2019,8,25,0,17
D23,Assault,2019,152,241,0,89
D22,Fraud,2019,1,33,0,32
D22,Other Criminal Violations - Offensive Weapons,2019,0,1,0,1
D22,Assault,2019,31,50,0,19
D22,Sexual Violation,2019,2,5,0,3
D23,Fraud,2019,0,2,0,2
D31,Break & Enter-Apartment,2019,1,13,0,12
D23,Assault,2019,3,5,0,2
D22,Fraud,2019,8,34,0,26
D22,Other Criminal Violations - Offensive Weapons,2019,7,7,1,0
D22,Assault,2019,67,81,0,14
D22,Sexual Violation,2019,8,10,0,2
D23,Fraud,2019,6,37,0,31
D31,Break & Enter-Apartment,2019,7,25,0,18
D23,Assault,2019,31,47,0,16
D22,Fraud,2019,5,41,0,36
D22,Other Criminal Violations - Offensive Weapons,2019,2,2,1,0
D22,Assault,2019,49,68,0,19
D22,Sexual Violation,2019,13,20,0,7
D23,Fraud,2019,3,22,0,19
D31,Break & Enter-Commercial,2019,2,4,0,2
D23,Assault,2019,48,67,0,19
D22,Other Criminal Violations - Offensive Weapons,2019,7,7,1,0
D22,Fraud,2019,4,62,0,58
D22,Sexual Violation,2019,7,15,0,8
D23,Fraud,2019,9,65,0,56
D23,Assault,2019,141,232,0,91
D31,Break & Enter-Commercial,2019,4,13,0,9
D22,Assault,2019,13,25,0,12
D22,Sexual Violation,2019,4,5,0,1
D23,Assault,2019,45,86,0,41
D23,Fraud,2019,20,137,0,117
D22,Other Criminal Violations - Offensive Weapons,2019,6,6,1,0
D31,Break & Enter-Commercial,2019,2,7,0,5
D22,Fraud,2019,1,3,0,2
D22,Assault,2019,34,50,0,16
D22,Sexual Violation,2019,10,14,0,4
D23,Attempt Murder,2019,0,1,0,1
D23,Fraud,2019,0,1,0,1
D22,Other Criminal Violations - Offensive Weapons,2019,6,6,1,0
D31,Break & Enter-Commercial,2019,4,44,0,40
D22,Fraud,2019,9,39,0,30
D22,Assault,2019,8,12,0,4
D22,Other,2019,8,8,1,0
D23,Attempt Murder,2019,1,1,1,0
D23,Fraud,2019,4,34,0,30
D22,Other Criminal Violations - Offensive Weapons,2019,5,6,0,1
D31,Break & Enter-Commercial,2019,15,49,0,34
D22,Fraud,2019,7,27,0,20
D22,Assault,2019,137,211,0,74
D22,Other,2019,4,5,0,1
D23,Attempt Murder,2019,1,1,1,0
D23,Fraud,2019,6,43,0,37
D22,Other Criminal Violations - Offensive Weapons,2019,30,31,0,1
D31,Break & Enter-Commercial,2019,1,1,1,0
D22,Fraud,2019,5,80,0,75
D22,Assault,2019,0,1,0,1
D22,Other,2019,2,2,1,0
D23,Attempt Murder,2019,1,1,1,0
D23,Fraud,2019,43,241,0,198
D22,Other Criminal Violations - Offensive Weapons,2019,16,17,0,1
D31,Break & Enter-Commercial,2019,5,33,0,28
D22,Other,2019,18,40,0,22
D22,Assault,2019,64,95,0,31
D22,Other,2019,27,28,0,1
D23,Attempt Murder,2019,2,2,1,0
D22,Other Criminal Violations - Offensive Weapons,2019,1,1,1,0
D31,Break & Enter-Commercial,2019,7,22,0,15
D22,Other,2019,6,6,1,0
D23,Fraud,2019,10,63,0,53
D22,Other Criminal Violations - Offensive Weapons,2019,9,9,1,0
D22,Other,2019,6,37,0,31
D23,Other,2019,0,1,0,1
D22,Assault,2019,12,25,0,13
D22,Other,2019,2,3,0,1
D23,Other,2019,0,3,0,3
D22,Other,2019,16,44,0,28
D23,Other,2019,12,13,0,1
D31,Break & Enter-House,2019,2,7,0,5
D22,Other,2019,15,16,0,1
D22,Assault,2019,57,79,0,22
D22,Other,2019,0,1,0,1
D23,Other,2019,10,32,0,22
D22,Other,2019,42,154,0,112
D23,Other,2019,8,15,0,7
D31,Break & Enter-House,2019,0,5,0,5
D22,Other,2019,11,11,1,0
D22,Assault,2019,1,1,1,0
D22,Other,2019,2,2,1,0
D23,Other,2019,3,26,0,23
D22,Other,2019,5,26,0,21
D23,Other,2019,16,26,0,10
D31,Break & Enter-House,2019,2,11,0,9
D22,Other,2019,7,8,0,1
D22,Attempt Murder,2019,3,3,1,0
D22,Other,2019,1,3,0,2
D23,Other,2019,0,2,0,2
D22,Other,2019,16,48,0,32
D23,Other,2019,31,48,0,17
D31,Break & Enter-House,2019,1,10,0,9
D22,Other,2019,6,6,1,0
D22,Attempt Murder,2019,2,2,1,0
D22,Other,2019,2,2,1,0
D23,Other,2019,20,64,0,44
D22,Other,2019,17,61,0,44
D23,Other,2019,13,21,0,8
D31,Break & Enter-House,2019,1,5,0,4
D22,Other,2019,5,5,1,0
D22,Other,2019,4,8,0,4
D22,Other,2019,1,1,1,0
D23,Other,2019,26,93,0,67
D23,Other,2019,4,8,0,4
D31,Break & Enter-House,2019,4,19,0,15
D22,Other,2019,16,16,1,0
D23,Other,2019,28,52,0,24
D22,Other,2019,11,29,0,18
D23,Other,2019,4,5,0,1
D22,Other,2019,4,6,0,2
D23,Other,2019,1,3,0,2
D23,Other,2019,12,23,0,11
D23,Other,2019,2,3,0,1
D22,Other,2019,13,55,0,42
D31,Break & Enter-House,2019,0,2,0,2
D22,Other,2019,8,10,0,2
D22,Other,2019,1,2,0,1
D23,Other,2019,0,1,0,1
D23,Robbery-Financial,2019,0,1,0,1
D23,Other,2019,9,14,0,5
D22,Other,2019,6,32,0,26
D31,Break & Enter-House,2019,2,10,0,8
D22,Other,2019,14,29,0,15
D22,Other,2019,9,9,1,0
D23,Other,2019,9,47,0,38
D23,Robbery-Financial,2019,0,5,0,5
D23,Other,2019,3,3,1,0
D22,Other,2019,30,92,0,62
D31,Break & Enter-Other,2019,0,1,0,1
D22,Other,2019,4,11,0,7
D22,Other,2019,2,2,1,0
D23,Other,2019,9,36,0,27
D23,Robbery-Financial,2019,2,5,0,3
D23,Other,2019,50,54,0,4
D22,Other,2019,1,3,0,2
D31,Break & Enter-Other,2019,0,1,0,1
D22,Other,2019,8,20,0,12
D22,Other,2019,15,16,0,1
D23,Other,2019,62,268,0,206
D23,Robbery-Financial,2019,2,2,1,0
D23,Other,2019,1,1,1,0
D22,Other,2019,17,66,0,49
D31,Break & Enter-Other,2019,0,7,0,7
D22,Other,2019,13,20,0,7
D22,Other,2019,21,22,0,1
D23,Other,2019,10,45,0,35
D23,Robbery-Other,2019,5,16,0,11
D23,Auto Theft,2019,1,1,1,0
D22,Other,2019,4,21,0,17
D22,Other,2019,6,10,0,4
D31,Break & Enter-Other,2019,0,3,0,3
D22,Other,2019,7,12,0,5
D22,Other,2019,12,17,0,5
D23,Theft Over $5000,2019,0,1,0,1
D23,Auto Theft,2019,4,28,0,24
D23,Robbery-Other,2019,2,5,0,3
D22,Other,2019,15,79,0,64
D23,Auto Theft,2019,1,19,0,18
D31,Break & Enter-Other,2019,0,6,0,6
D22,Other,2019,6,9,0,3
D22,Other,2019,18,19,0,1
D23,Robbery-Other,2019,5,11,0,6
D23,Theft Over $5000,2019,0,4,0,4
D22,Theft Over $5000,2019,1,7,0,6
D23,Auto Theft,2019,0,40,0,40
D31,Break & Enter-Other,2019,0,4,0,4
D22,Other,2019,41,52,0,11
D22,Other,2019,125,147,0,22
D23,Robbery-Other,2019,26,55,0,29
D23,Theft Over $5000,2019,0,5,0,5
D22,Theft Over $5000,2019,1,9,0,8
D23,Auto Theft,2019,5,88,0,83
D31,Break & Enter-Other,2019,0,1,0,1
D22,Other,2019,10,16,0,6
D22,Other,2019,17,18,0,1
D23,Robbery-Other,2019,1,1,1,0
D23,Theft Over $5000,2019,0,2,0,2
D22,Theft Over $5000,2019,0,4,0,4
D23,Auto Theft,2019,0,1,0,1
D31,Break & Enter-Other,2019,2,14,0,12
D22,Other,2019,3,5,0,2
D22,Other,2019,33,36,0,3
D23,Robbery-Other,2019,1,1,1,0
D23,Theft Over $5000,2019,3,8,0,5
D22,Theft Over $5000,2019,6,27,0,21
D23,Auto Theft,2019,1,52,0,51
D31,Fraud,2019,3,80,0,77
D22,Other,2019,12,22,0,10
D23,Robbery-Other,2019,3,16,0,13
D23,Theft Over $5000,2019,0,3,0,3
D22,Theft Over $5000,2019,2,6,0,4
D23,Auto Theft,2019,4,52,0,48
D22,Robbery-Financial,2019,4,4,1,0
D23,Robbery-Other,2019,2,8,0,6
D31,Fraud,2019,6,52,0,46
D23,Theft Over $5000,2019,0,4,0,4
D22,Theft Over $5000,2019,0,5,0,5
D23,Auto Theft,2019,36,488,0,452
D31,Fraud,2019,11,147,0,136
D22,Theft Over $5000,2019,1,9,0,8
D22,Robbery-Financial,2019,1,1,1,0
D23,Auto Theft,2019,1,45,0,44
D31,Fraud,2019,7,65,0,58
D22,Theft Over $5000,2019,1,4,0,3
D22,Robbery-Financial,2019,2,2,1,0
D23,Break & Enter-Apartment,2019,1,5,0,4
D31,Fraud,2019,5,55,0,50
D22,Theft Over $5000,2019,0,1,0,1
D22,Robbery-Financial,2019,0,1,0,1
D23,Break & Enter-Apartment,2019,1,9,0,8
D22,Theft Over $5000,2019,0,3,0,3
D23,Break & Enter-Apartment,2019,2,18,0,16
D22,Theft Over $5000,2019,2,14,0,12
D23,Break & Enter-Apartment,2019,4,20,0,16
D22,Theft Over $5000,2019,0,2,0,2
D23,Break & Enter-Apartment,2019,1,6,0,5
D22,Theft Over $5000,2019,0,2,0,2
D23,Break & Enter-Apartment,2019,1,1,1,0
D22,Theft Over $5000,2019,1,4,0,3
D22,Theft Over $5000,2019,1,4,0,3
D22,Theft Under $5000,2019,31,132,0,101
D22,Theft Under $5000,2019,12,113,0,101
D32,Other,2019,240,294,0,54
D32,Theft Over $5000,2019,0,4,0,4
D32,Theft Over $5000,2019,1,5,0,4
D32,Theft Over $5000,2019,0,15,0,15
D32,Theft Over $5000,2019,0,2,0,2
D32,Theft Over $5000,2019,3,4,0,1
D32,Theft Over $5000,2019,0,1,0,1
D32,Theft Over $5000,2019,2,9,0,7
D32,Theft Over $5000,2019,1,4,0,3
D31,Other,2019,11,20,0,9
D32,Break & Enter-Other,2019,1,7,0,6
D32,Break & Enter-Apartment,2019,0,3,0,3
D32,Assault,2019,35,61,0,26
D32,Robbery-Other,2019,0,2,0,2
D31,Fraud,2019,6,15,0,9
D32,Theft Over $5000,2019,1,10,0,9
D32,Theft Over $5000,2019,0,4,0,4
D32,Theft Over $5000,2019,1,9,0,8
D32,Theft Over $5000,2019,1,11,0,10
D32,Theft Over $5000,2019,0,3,0,3
D32,Theft Over $5000,2019,0,1,0,1
D32,Theft Over $5000,2019,1,9,0,8
D32,Theft Over $5000,2019,0,15,0,15
D32,Theft Over $5000,2019,4,13,0,9
D32,Theft Over $5000,2019,10,28,0,18
D32,Theft Under $5000,2019,32,125,0,93
D32,Theft Under $5000,2019,9,79,0,70
D32,Theft Under $5000,2019,0,1,0,1
D32,Theft Under $5000,2019,0,1,0,1
D32,Theft Under $5000,2019,17,184,0,167
D32,Theft Under $5000,2019,7,77,0,70
D32,Theft Under $5000,2019,93,378,0,285
D32,Theft Under $5000,2019,3,57,0,54
D32,Theft Under $5000,2019,4,73,0,69
D32,Theft Under $5000,2019,66,190,0,124
D32,Theft Under $5000,2019,23,278,0,255
D32,Theft Under $5000,2019,14,135,0,121
D32,Theft Under $5000,2019,1,5,0,4
D32,Theft Under $5000,2019,8,101,0,93
D32,Theft Under $5000,2019,47,213,0,166
D32,Theft Under $5000,2019,3,61,0,58
D32,Theft Under $5000,2019,6,118,0,112
D32,Theft Under $5000,2019,17,148,0,131
D32,Theft Under $5000,2019,118,721,0,603
D32,Theft Under $5000,2019,151,481,0,330
D32,Theft Under $5000,2019,439,861,0,422
D32,Assault,2019,29,39,0,10
D32,Assault,2019,36,51,0,15
D32,Assault,2019,0,1,0,1
D32,Assault,2019,2,3,0,1
D32,Assault,2019,37,54,0,17
D32,Assault,2019,7,12,0,5
D32,Assault,2019,44,80,0,36
D32,Assault,2019,23,40,0,17
D32,Assault,2019,32,47,0,15
D32,Assault,2019,49,88,0,39
D31,Other Criminal Violations - Offensive Weapons,2019,2,3,0,1
D31,Other,2019,2,5,0,3
D31,Fraud,2019,13,101,0,88
D32,Break & Enter-Other,2019,1,4,0,3
D32,Assault,2019,18,32,0,14
D32,Robbery-Other,2019,0,1,0,1
D31,Other,2019,36,52,0,16
D32,Break & Enter-Apartment,2019,2,5,0,3
D31,Fraud,2019,3,23,0,20
D32,Break & Enter-Other,2019,0,2,0,2
D32,Robbery-Other,2019,2,9,0,7
D32,Break & Enter-Apartment,2019,1,9,0,8
D32,Break & Enter-Apartment,2019,1,2,0,1
D32,Break & Enter-Apartment,2019,0,10,0,10
D32,Break & Enter-Apartment,2019,2,16,0,14
D32,Break & Enter-Apartment,2019,0,14,0,14
D32,Break & Enter-Apartment,2019,3,32,0,29
D32,Break & Enter-Apartment,2019,1,5,0,4
D32,Break & Enter-Apartment,2019,0,10,0,10
D32,Break & Enter-Apartment,2019,0,2,0,2
D32,Break & Enter-Apartment,2019,3,7,0,4
D32,Break & Enter-Commercial,2019,0,4,0,4
D32,Break & Enter-Commercial,2019,1,3,0,2
D32,Break & Enter-Commercial,2019,3,21,0,18
D32,Break & Enter-Commercial,2019,0,1,0,1
D32,Break & Enter-Commercial,2019,5,13,0,8
D32,Break & Enter-Commercial,2019,1,5,0,4
D32,Break & Enter-Commercial,2019,0,2,0,2
D32,Break & Enter-Commercial,2019,1,3,0,2
D32,Break & Enter-Commercial,2019,2,12,0,10
D32,Break & Enter-Commercial,2019,0,11,0,11
D32,Break & Enter-Commercial,2019,1,5,0,4
D32,Break & Enter-Commercial,2019,0,3,0,3
D32,Break & Enter-Commercial,2019,0,10,0,10
D32,Break & Enter-Commercial,2019,0,1,0,1
D32,Break & Enter-Commercial,2019,1,2,0,1
D32,Break & Enter-Commercial,2019,0,4,0,4
D32,Break & Enter-Commercial,2019,3,10,0,7
D32,Break & Enter-Commercial,2019,3,35,0,32
D32,Break & Enter-Commercial,2019,5,33,0,28
D32,Break & Enter-House,2019,0,4,0,4
D32,Break & Enter-House,2019,1,7,0,6
D32,Break & Enter-House,2019,1,35,0,34
D32,Break & Enter-House,2019,1,17,0,16
D32,Break & Enter-House,2019,2,22,0,20
D32,Break & Enter-House,2019,1,8,0,7
D32,Break & Enter-House,2019,1,45,0,44
D32,Break & Enter-House,2019,0,2,0,2
D32,Break & Enter-House,2019,2,18,0,16
D32,Break & Enter-House,2019,2,8,0,6
D32,Break & Enter-House,2019,2,37,0,35
D32,Break & Enter-House,2019,0,22,0,22
D32,Assault,2019,3,9,0,6
D31,Other,2019,7,12,0,5
D32,Break & Enter-House,2019,0,42,0,42
D32,Break & Enter-House,2019,1,3,0,2
D32,Break & Enter-House,2019,2,10,0,8
D32,Break & Enter-House,2019,0,6,0,6
D32,Break & Enter-Other,2019,0,1,0,1
D32,Break & Enter-Other,2019,3,6,0,3
D32,Break & Enter-Other,2019,2,8,0,6
D31,Fraud,2019,24,177,0,153
D32,Assault,2019,45,74,0,29
D31,Other,2019,38,77,0,39
D32,Robbery-Other,2019,5,16,0,11
D31,Robbery-Financial,2019,1,1,1,0
D31,Robbery-Financial,2019,1,1,1,0
D32,Break & Enter-Other,2019,0,2,0,2
D31,Robbery-Other,2019,17,37,0,20
D31,Other,2019,35,98,0,63
D32,Assault,2019,88,139,0,51
D32,Robbery-Other,2019,1,1,1,0
D31,Robbery-Other,2019,3,12,0,9
D32,Break & Enter-Other,2019,0,3,0,3
D31,Other,2019,22,49,0,27
D32,Assault,2019,20,29,0,9
D32,Robbery-Other,2019,3,8,0,5
D31,Robbery-Other,2019,13,44,0,31
D32,Break & Enter-Other,2019,1,6,0,5
D31,Other,2019,50,132,0,82
D32,Assault,2019,70,96,0,26
D32,Robbery-Other,2019,6,21,0,15
D31,Robbery-Other,2019,8,23,0,15
D32,Break & Enter-Other,2019,0,1,0,1
D31,Other,2019,20,70,0,50
D32,Assault,2019,60,92,0,32
D32,Robbery-Other,2019,6,17,0,11
D31,Robbery-Other,2019,8,23,0,15
D32,Break & Enter-Other,2019,0,1,0,1
D31,Other,2019,26,66,0,40
D32,Assault,2019,47,72,0,25
D32,Robbery-Other,2019,8,10,0,2
D31,Robbery-Other,2019,2,3,0,1
D32,Break & Enter-Other,2019,2,2,1,0
D31,Other,2019,0,5,0,5
D32,Assault,2019,36,62,0,26
D32,Robbery-Other,2019,8,23,0,15
D31,Robbery-Other,2019,19,37,0,18
D32,Break & Enter-Other,2019,0,3,0,3
D31,Other,2019,58,127,0,69
D32,Assault,2019,83,122,0,39
D32,Sexual Violation,2019,4,6,0,2
D32,Attempt Murder,2019,1,1,1,0
D31,Robbery-Other,2019,0,4,0,4
D32,Attempt Murder,2019,1,3,0,2
D32,Break & Enter-Other,2019,0,3,0,3
D31,Other,2019,7,19,0,12
D31,Robbery-Other,2019,21,56,0,35
D32,Attempt Murder,2019,0,1,0,1
D32,Sexual Violation,2019,2,6,0,4
D31,Other,2019,59,162,0,103
D31,Sexual Violation,2019,14,30,0,16
D32,Attempt Murder,2019,1,1,1,0
D32,Fraud,2019,4,60,0,56
D32,Sexual Violation,2019,5,12,0,7
D31,Theft Over $5000,2019,3,9,0,6
D31,Sexual Violation,2019,6,11,0,5
D32,Attempt Murder,2019,1,1,1,0
D32,Fraud,2019,3,40,0,37
D32,Sexual Violation,2019,1,3,0,2
D31,Theft Over $5000,2019,0,6,0,6
D31,Sexual Violation,2019,29,52,0,23
D32,Attempt Murder,2019,1,1,1,0
D32,Fraud,2019,3,58,0,55
D32,Sexual Violation,2019,2,8,0,6
D31,Theft Over $5000,2019,2,12,0,10
D31,Sexual Violation,2019,5,7,0,2
D32,Attempt Murder,2019,2,2,1,0
D32,Fraud,2019,1,24,0,23
D32,Sexual Violation,2019,2,2,1,0
D31,Theft Over $5000,2019,3,22,0,19
D32,Other,2019,6,11,0,5
D32,Fraud,2019,3,51,0,48
D32,Sexual Violation,2019,1,1,1,0
D31,Sexual Violation,2019,10,14,0,4
D31,Theft Over $5000,2019,1,8,0,7
D32,Other,2019,7,14,0,7
D32,Fraud,2019,3,24,0,21
D32,Sexual Violation,2019,2,6,0,4
D31,Sexual Violation,2019,2,3,0,1
D31,Theft Over $5000,2019,1,7,0,6
D32,Other,2019,0,1,0,1
D32,Fraud,2019,2,53,0,51
D32,Sexual Violation,2019,6,12,0,6
D31,Sexual Violation,2019,16,31,0,15
D31,Theft Over $5000,2019,1,4,0,3
D32,Fraud,2019,3,49,0,46
D32,Other,2019,5,8,0,3
D32,Fraud,2019,9,73,0,64
D32,Sexual Violation,2019,3,5,0,2
D31,Sexual Violation,2019,7,8,0,1
D31,Theft Over $5000,2019,7,18,0,11
D32,Fraud,2019,7,48,0,41
D32,Sexual Violation,2019,2,6,0,4
D31,Sexual Violation,2019,23,44,0,21
D32,Other,2019,2,3,0,1
D31,Theft Under $5000,2019,76,261,0,185
D32,Fraud,2019,0,1,0,1
D32,Sexual Violation,2019,0,1,0,1
D31,Other,2019,6,6,1,0
D32,Other,2019,9,14,0,5
D31,Theft Under $5000,2019,37,204,0,167
D32,Fraud,2019,1,4,0,3
D32,Sexual Violation,2019,4,11,0,7
D31,Other,2019,10,10,1,0
D32,Other,2019,3,5,0,2
D31,Theft Under $5000,2019,163,391,0,228
D32,Fraud,2019,15,65,0,50
D32,Sexual Violation,2019,9,20,0,11
D31,Other,2019,19,22,0,3
D32,Other,2019,6,12,0,6
D31,Theft Under $5000,2019,39,200,0,161
D32,Fraud,2019,11,121,0,110
D32,Sexual Violation,2019,4,9,0,5
D31,Other,2019,13,16,0,3
D32,Other,2019,10,22,0,12
D31,Theft Under $5000,2019,7,81,0,74
D32,Fraud,2019,1,23,0,22
D32,Sexual Violation,2019,6,9,0,3
D31,Other,2019,11,13,0,2
D32,Other,2019,11,26,0,15
D31,Theft Under $5000,2019,9,21,0,12
D32,Fraud,2019,1,66,0,65
D32,Sexual Violation,2019,8,14,0,6
D31,Other,2019,3,4,0,1
D32,Other,2019,1,3,0,2
D31,Theft Under $5000,2019,263,578,0,315
D32,Fraud,2019,8,89,0,81
D32,Sexual Violation,2019,4,6,0,2
D31,Other,2019,15,18,0,3
D32,Other,2019,2,2,1,0
D31,Theft Under $5000,2019,4,40,0,36
D32,Fraud,2019,8,100,0,92
D32,Fraud,2019,12,88,0,76
D32,Fraud,2019,41,144,0,103
D32,Other,2019,11,38,0,27
D32,Other,2019,18,49,0,31
D32,Other,2019,1,1,1,0
D32,Other,2019,14,54,0,40
D32,Other,2019,0,9,0,9
D32,Other,2019,27,87,0,60
D32,Other,2019,4,15,0,11
D32,Other,2019,5,49,0,44
D32,Other,2019,19,54,0,35
D32,Other,2019,10,64,0,54
D32,Other,2019,11,40,0,29
D32,Other,2019,2,4,0,2
D32,Other,2019,20,52,0,32
D32,Other,2019,15,85,0,70
D32,Other,2019,2,15,0,13
D32,Other,2019,17,59,0,42
D32,Other,2019,17,48,0,31
D32,Other,2019,19,52,0,33
D32,Other,2019,11,45,0,34
D32,Sexual Violation,2019,4,7,0,3
D31,Theft Under $5000,2019,166,583,0,417
D31,Other,2019,4,4,1,0
D32,Other,2019,14,20,0,6
D32,Sexual Violation,2019,8,14,0,6
D31,Assault,2019,130,178,0,48
D31,Other,2019,19,19,1,0
D32,Other,2019,32,41,0,9
D32,Other,2019,2,2,1,0
D31,Assault,2019,61,88,0,27
D31,Other,2019,88,102,0,14
D32,Other,2019,4,4,1,0
D32,Other,2019,8,8,1,0
D31,Assault,2019,197,301,0,104
D31,Other,2019,28,41,0,13
D32,Other,2019,14,23,0,9
D32,Other,2019,1,1,1,0
D31,Assault,2019,66,94,0,28
D31,Other,2019,86,103,0,17
D32,Other,2019,15,19,0,4
D32,Other,2019,6,6,1,0
D31,Assault,2019,104,148,0,44
D31,Other,2019,36,43,0,7
D32,Other,2019,10,12,0,2
D32,Other,2019,1,1,1,0
D31,Assault,2019,4,10,0,6
D31,Assault,2019,180,255,0,75
D31,Other,2019,237,255,0,18
D31,Assault,2019,33,45,0,12
D32,Other,2019,12,14,0,2
D32,Other,2019,13,19,0,6
D31,Assault,2019,175,276,0,101
D32,Other,2019,1,1,1,0
D31,Other,2019,7,8,0,1
D32,Other,2019,15,21,0,6
D31,Attempt Murder,2019,1,1,1,0
D32,Other,2019,1,1,1,0
D31,Other,2019,94,111,0,17
D32,Robbery-Financial,2019,1,1,1,0
D31,Attempt Murder,2019,5,6,0,1
D32,Other,2019,6,6,1,0
D31,Other,2019,22,26,0,4
D32,Robbery-Financial,2019,0,1,0,1
D31,Attempt Murder,2019,0,1,0,1
D32,Other,2019,8,8,1,0
D31,Other,2019,84,108,0,24
D32,Robbery-Other,2019,0,5,0,5
D31,Attempt Murder,2019,0,4,0,4
D32,Other,2019,3,3,1,0
D31,Other Criminal Violations - Offensive Weapons,2019,24,29,0,5
D32,Robbery-Other,2019,6,13,0,7
D31,Attempt Murder,2019,1,1,1,0
D32,Other,2019,9,10,0,1
D31,Other Criminal Violations - Offensive Weapons,2019,4,7,0,3
D32,Robbery-Other,2019,0,1,0,1
D31,Attempt Murder,2019,0,1,0,1
D32,Other,2019,8,8,1,0
D31,Other Criminal Violations - Offensive Weapons,2019,32,39,0,7
D32,Robbery-Other,2019,2,13,0,11
D31,Attempt Murder,2019,3,3,1,0
D32,Other,2019,5,5,1,0
D31,Other Criminal Violations - Offensive Weapons,2019,4,8,0,4
D32,Robbery-Other,2019,7,15,0,8
D31,Other,2019,26,56,0,30
D32,Other,2019,7,7,1,0
D31,Other Criminal Violations - Offensive Weapons,2019,11,17,0,6
D32,Robbery-Other,2019,0,3,0,3
D31,Other,2019,12,24,0,12
D32,Other,2019,3,4,0,1
D31,Other Criminal Violations - Offensive Weapons,2019,1,1,1,0
D32,Robbery-Other,2019,5,20,0,15
D31,Other,2019,37,59,0,22
D32,Other,2019,12,12,1,0
D31,Other Criminal Violations - Offensive Weapons,2019,21,26,0,5
D31,Other,2019,14,22,0,8
D32,Robbery-Other,2019,0,10,0,10
D32,Other,2019,2,3,0,1
D32,Robbery-Other,2019,1,9,0,8
D32,Other,2019,11,15,0,4
D32,Robbery-Other,2019,1,5,0,4
D32,Other,2019,23,36,0,13
D31,Other Criminal Violations - Offensive Weapons,2019,27,33,0,6
D31,Other,2019,0,1,0,1
D31,Other,2019,9,10,0,1
D31,Other,2019,2,3,0,1
D31,Other,2019,2,3,0,1
D31,Other,2019,5,5,1,0
D31,Other,2019,4,4,1,0
D32,Other,2019,1,1,1,0
D32,Other,2019,2,2,1,0
D32,Other,2019,4,4,1,0
D32,Other,2019,3,3,1,0
D32,Other,2019,2,2,1,0
D32,Other,2019,4,5,0,1
D32,Other,2019,3,3,1,0
D32,Other,2019,2,2,1,0
D32,Other,2019,5,5,1,0
D32,Other,2019,0,1,0,1
D32,Other,2019,2,2,1,0
D32,Other,2019,2,2,1,0
D32,Other,2019,1,1,1,0
D32,Other,2019,6,6,1,0
D32,Other,2019,3,4,0,1
D32,Other,2019,1,1,1,0
D32,Other,2019,2,3,0,1
D32,Other,2019,6,6,1,0
D32,Auto Theft,2019,2,16,0,14
D32,Auto Theft,2019,3,26,0,23
D32,Auto Theft,2019,4,48,0,44
D32,Auto Theft,2019,0,5,0,5
D32,Auto Theft,2019,9,48,0,39
D32,Auto Theft,2019,1,17,0,16
D32,Auto Theft,2019,0,32,0,32
D32,Auto Theft,2019,1,8,0,7
D32,Auto Theft,2019,3,25,0,22
D32,Auto Theft,2019,1,19,0,18
D32,Auto Theft,2019,1,4,0,3
